Year,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2018,31,Tramaine Isabell,DREX,28,34.4,21.0,7.2,15.2,.474,1.8,5.3,.340,4.8,6.2,.764,1.1,6.4,7.5,3.4,1.2,0.0,2.9,1.9
2018,32,B.J. Johnson,LASAL,27,35.2,20.8,7.2,16.1,.446,1.7,4.9,.359,4.7,5.4,.869,2.1,6.2,8.3,0.7,1.3,0.7,2.5,2.1
2018,33,Jerome Robinson,BOS,35,36.0,20.7,7.1,14.7,.485,2.3,5.7,.409,4.2,5.0,.830,0.5,3.1,3.6,3.3,0.9,0.1,2.7,2.5
2018,34,Eugene German,NIU,32,31.0,20.6,7.6,16.1,.471,1.9,5.7,.339,3.5,4.5,.766,0.4,3.4,3.8,1.7,0.9,0.2,2.1,1.7
2018,35,Joel Hernandez,LIU,35,32.9,20.5,7.3,15.9,.461,1.7,4.4,.374,4.2,6.4,.664,1.9,3.9,5.8,2.6,0.5,0.5,3.0,2.6
2018,36,Kevin Hervey,UTA,33,32.2,20.5,7.4,16.5,.446,2.3,6.9,.339,3.4,4.2,.807,2.3,6.2,8.5,2.2,1.2,0.6,2.7,1.8
2018,37,Zach Thomas,BUCK,35,31.8,20.5,5.9,12.7,.462,1.8,4.7,.382,6.9,8.9,.777,1.3,7.8,9.1,2.1,1.0,0.7,2.9,2.0
2018,38,Andrew Rowsey,MARQ,35,32.7,20.5,5.9,14.1,.420,3.6,8.6,.415,5.0,5.5,.902,0.4,2.6,3.0,4.8,0.9,0.2,2.8,2.4
2018,39,Markus Howard,MARQ,34,31.5,20.4,7.0,15.1,.464,3.3,8.1,.404,3.1,3.3,.938,0.4,2.8,3.2,2.8,1.0,0.1,2.5,2.5
2018,40,C.J. Williams,HWRD,33,35.5,20.4,7.7,17.2,.446,2.2,5.5,.409,2.8,3.6,.782,0.7,2.7,3.4,0.6,0.8,0.3,1.8,2.2
2018,41,Aaron Holiday,UCLA,33,37.7,20.3,6.4,13.9,.461,2.7,6.2,.429,4.8,5.8,.828,0.5,3.2,3.7,5.8,1.3,0.2,3.8,2.6
2018,42,Nick Dixon,UTRGV,33,29.6,20.3,6.0,13.3,.448,1.6,4.6,.353,6.7,8.5,.796,1.6,2.8,4.4,2.4,1.4,0.2,2.5,1.9
2018,43,Jairus Lyles,UMBC,33,34.9,20.2,6.8,15.5,.439,2.4,6.1,.390,4.2,5.2,.792,0.7,4.8,5.5,3.5,2.1,0.2,3.1,2.0
2018,44,Deandre Ayton,ARZ,35,33.5,20.1,7.9,12.9,.612,0.3,1.0,.343,4.0,5.5,.733,3.4,8.2,11.6,1.6,0.6,1.9,2.0,2.3
2018,45,Zach Lofton,NMSU,33,31.9,20.1,6.6,14.4,.456,2.6,6.9,.380,4.3,5.6,.772,1.1,3.9,5.0,1.7,1.1,0.1,2.2,2.0
2018,46,C.J. Burks,MARSH,35,35.9,20.1,7.4,15.7,.472,2.5,6.7,.364,2.7,3.1,.889,0.5,3.6,4.1,3.1,1.0,0.1,3.1,2.1
2018,47,Chandler Hutchison,BOISE,31,31.0,20.0,6.6,13.9,.475,1.5,4.1,.359,5.3,7.2,.728,0.9,6.8,7.7,3.5,1.5,0.3,3.4,2.4
2018,48,Zane Martin,TOWS,32,30.2,19.8,7.1,15.4,.458,2.2,5.8,.380,3.5,5.0,.696,0.6,3.0,3.5,2.7,0.8,0.2,2.4,2.1
2018,49,Marcus Foster,CREI,33,31.6,19.8,7.5,15.4,.483,2.9,7.0,.413,2.0,2.7,.744,0.7,3.2,3.9,2.7,1.0,0.1,2.2,1.7
2018,50,Keita Bates-Diop,OSU,34,33.1,19.8,7.3,15.1,.480,1.9,5.4,.359,3.3,4.1,.794,1.5,7.2,8.7,1.6,0.9,1.6,1.8,1.7
2018,51,Roddy Peters,NICH,32,26.8,19.7,7.2,13.9,.515,0.3,1.2,.289,5.0,6.6,.762,0.9,5.0,5.9,4.2,1.4,0.2,3.8,2.5
2018,52,Tony Carr,PENST,37,35.3,19.6,6.6,16.2,.408,2.4,5.5,.433,4.0,5.0,.799,0.9,4.1,4.9,5.0,0.8,0.3,2.3,1.8
2018,53,Roosevelt Smart,UNT,38,33.5,19.5,5.8,14.7,.397,3.5,9.3,.378,4.4,4.9,.888,0.4,3.7,4.2,0.9,0.6,0.3,1.7,2.3
2018,54,Paul Miller,NDSU,31,33.8,19.5,6.7,14.9,.451,2.2,6.4,.340,3.9,4.7,.836,0.5,5.3,5.8,3.4,1.0,0.3,3.1,1.6
2018,55,Reid Travis,STAN,35,34.0,19.5,7.1,13.5,.527,0.5,1.7,.295,4.7,6.9,.675,3.0,5.8,8.7,1.3,0.7,0.1,2.1,2.6
2018,56,"Kyle Allman, Jr.",CSFUL,32,32.9,19.5,6.2,12.7,.489,1.4,3.3,.429,5.7,7.6,.746,0.3,3.1,3.5,2.3,1.1,0.2,2.3,2.1
2018,57,Trevon Bluiett,XAV,35,34.3,19.3,5.8,13.2,.437,3.0,7.2,.417,4.8,5.6,.848,0.8,4.7,5.5,2.5,0.7,0.3,2.0,2.2
2018,58,Denzel Mahoney,SEMO,31,31.3,19.3,5.7,12.3,.463,2.1,5.0,.413,5.9,7.0,.835,1.5,3.6,5.1,1.3,0.9,0.2,1.6,2.9
2018,59,Yante Maten,UGA,33,34.3,19.3,6.3,13.5,.464,0.9,2.6,.341,5.8,7.3,.801,3.5,5.1,8.6,1.5,0.5,1.5,2.0,2.2
2018,60,Rob Gray,U of H,34,31.9,19.3,6.4,14.4,.447,1.8,5.0,.359,4.6,5.8,.802,0.7,3.0,3.7,4.4,1.1,0.1,2.3,1.6
2018,61,Tyus Battle,SYRA,37,39.0,19.2,6.3,15.8,.399,2.1,6.5,.322,4.5,5.4,.839,0.5,2.5,2.9,2.1,1.5,0.2,2.4,2.0
2018,62,Gary Blackston,PVAMU,33,32.3,19.2,6.6,15.0,.439,1.3,3.7,.358,4.7,6.6,.719,1.5,3.9,5.3,3.5,1.5,0.1,3.0,3.3
2018,63,Reed Timmer,DRAKE,34,33.4,19.2,5.5,12.4,.445,2.7,6.6,.413,5.4,6.2,.863,0.5,3.0,3.6,2.3,0.6,0.1,1.9,1.7
2018,64,Collin Sexton,UA,33,29.9,19.2,5.9,13.3,.447,1.3,4.0,.336,5.9,7.6,.778,1.0,2.7,3.8,3.6,0.8,0.1,2.8,2.5
2018,65,Max Heidegger,UCSB,32,32.9,19.1,6.1,14.1,.432,3.0,7.3,.404,4.0,5.2,.765,0.3,2.1,2.5,2.5,0.6,0.1,1.6,2.2
2018,66,Jermaine Marrow,HMPTN,34,34.6,19.1,6.7,16.9,.398,1.2,4.1,.295,4.5,5.6,.797,0.9,4.1,5.0,5.4,1.3,0.0,3.4,2.6
2018,67,Jaylen Adams,STBN,28,37.0,19.1,5.5,12.5,.437,2.7,6.1,.436,5.5,6.5,.851,0.4,3.0,3.4,5.2,1.5,0.3,3.1,2.9
2018,68,Matt Scott,NIAG,29,33.1,19.1,6.2,14.6,.424,1.7,5.2,.316,5.1,7.2,.712,2.4,5.0,7.3,2.6,1.1,0.5,2.2,2.0
2018,69,Victor Sanders,IDAHO,31,30.7,19.0,5.9,12.8,.457,2.6,6.7,.388,4.6,6.0,.778,0.6,2.9,3.5,3.3,1.0,0.5,3.1,2.5
2018,70,Justin Tillman,VCU,33,30.6,18.9,7.5,13.5,.557,0.8,2.5,.329,3.1,4.7,.654,3.3,6.6,9.9,0.5,0.3,1.0,1.7,2.4
2018,71,Justin James,UWYOM,32,31.1,18.9,6.6,13.9,.472,1.3,4.1,.308,4.6,6.3,.726,0.6,5.4,6.0,3.1,1.1,0.5,2.5,2.5
2018,72,Brandon Tabb,BTHCK,30,31.3,18.9,5.7,14.4,.397,3.2,9.6,.337,4.2,4.6,.914,0.8,2.9,3.6,1.6,1.5,0.4,2.3,2.8
2018,73,Jalen Brunson,VILL,40,31.8,18.9,6.8,13.0,.521,2.2,5.3,.408,3.3,4.1,.802,0.3,2.8,3.1,4.6,0.9,0.0,1.8,2.0
2018,74,Caleb Martin,UNR,36,33.3,18.9,6.2,13.6,.454,2.8,6.9,.403,3.7,5.0,.749,0.9,4.4,5.4,2.6,1.3,0.6,1.7,2.6
2018,75,Jeremiah Martin,MEMP,27,34.7,18.9,5.8,13.1,.444,1.9,5.8,.327,5.4,6.9,.784,0.7,3.5,4.3,3.8,2.3,0.6,2.7,1.9
2018,76,Tookie Brown,GASO,32,32.3,18.9,5.9,11.1,.532,1.5,3.3,.471,5.5,7.3,.753,0.6,3.4,4.1,4.3,1.8,0.3,2.5,2.5
2018,77,Cameron Young,QUIN,33,34.1,18.8,5.7,13.4,.422,1.9,6.4,.303,5.6,7.4,.754,1.8,5.0,6.8,2.8,1.3,0.3,2.8,2.6
2018,78,Thomas Wilder,WMY,32,32.8,18.8,6.0,13.8,.431,1.5,4.5,.324,5.4,6.5,.841,0.7,3.7,4.4,4.3,1.9,0.3,2.5,2.3
2018,79,Jalen Hayes,OAKL,29,35.7,18.8,7.3,13.9,.525,0.2,0.8,.217,4.0,4.9,.830,2.3,5.8,8.1,2.0,1.0,0.9,2.4,3.2
2018,80,Tanner Leissner,NEWHA,31,35.8,18.7,6.3,13.9,.451,1.2,3.7,.330,4.9,6.4,.769,2.6,4.3,6.9,2.0,0.5,0.3,1.6,2.1
2018,81,Matt Mooney,SODAK,34,30.6,18.7,6.7,15.0,.445,2.2,6.4,.352,3.1,3.8,.829,0.6,3.4,4.1,3.1,2.0,0.1,2.4,2.0
2018,82,Rodrick Sikes,USA,32,31.2,18.7,5.6,13.2,.423,2.8,7.4,.370,4.8,6.2,.777,0.4,2.7,3.1,0.8,0.9,0.2,1.9,1.9
2018,83,Joe Kilgore,TAMU-CC,29,35.1,18.6,6.3,15.6,.406,1.3,3.7,.343,4.7,6.0,.792,1.0,4.7,5.6,3.3,1.8,0.6,3.0,2.1
2018,84,Brandon Goodwin,FGCU,34,33.4,18.6,6.6,13.9,.470,1.2,4.5,.275,4.2,5.6,.750,1.1,4.4,5.5,4.8,1.4,0.1,2.9,1.6
2018,85,Grant Riller,C of C,33,33.6,18.6,7.0,12.8,.545,1.7,4.3,.394,2.9,4.0,.729,0.4,2.4,2.8,2.0,1.3,0.4,1.9,2.1
2018,86,Martaveous McKnight,UAPB,35,34.1,18.6,6.2,13.7,.452,1.8,5.2,.352,4.3,6.0,.724,0.5,3.8,4.3,3.5,1.9,0.1,2.6,0.9
2018,87,Sa'eed Nelson,AMERU,29,37.0,18.6,6.6,14.9,.443,1.0,3.3,.292,4.4,6.5,.681,0.9,2.7,3.6,5.1,1.8,0.2,3.8,2.7
2018,88,Carsen Edwards,PURD,37,29.5,18.5,6.2,13.5,.458,2.6,6.5,.406,3.5,4.3,.824,0.4,3.5,3.8,2.8,1.1,0.2,1.7,1.8
2018,89,Nathan Knight,W&M,31,28.7,18.5,6.6,11.5,.575,0.4,1.2,.306,4.8,6.3,.769,1.9,5.4,7.3,2.2,0.6,2.0,2.7,3.3
2018,90,Gabe Levin,LBSU,32,31.0,18.5,6.1,13.3,.455,0.7,1.9,.377,5.6,6.9,.814,2.1,5.1,7.3,1.6,1.0,0.7,2.9,2.7
2018,91,Ronshad Shabazz,APPST,33,32.7,18.5,6.2,15.6,.400,2.4,7.1,.343,3.5,5.2,.688,0.6,1.9,2.5,3.0,1.1,0.1,2.4,1.8
2018,92,Donte Clark,TEXSO,36,34.8,18.4,5.6,14.1,.401,1.2,4.1,.282,6.0,7.8,.774,1.1,4.1,5.2,2.6,1.1,0.3,2.8,3.1
2018,93,Stuckey Mosley,JMU,32,35.6,18.4,6.2,15.1,.413,2.7,7.2,.368,3.3,4.0,.843,0.8,3.7,4.5,2.1,1.4,0.2,2.0,2.5
2018,94,Jhivvan Jackson,UTSA,29,25.7,18.4,6.0,13.9,.431,2.7,7.2,.368,3.8,4.9,.768,0.3,2.9,3.2,1.8,1.0,0.1,2.4,2.4
2018,95,Khalil Small,UWGB,33,34.2,18.2,6.1,13.8,.443,1.6,4.2,.384,4.5,5.4,.831,2.1,4.6,6.7,3.3,1.3,0.1,2.7,2.6
2018,96,Josh Okogie,GT,24,36.4,18.2,5.5,13.3,.416,1.6,4.2,.380,5.5,6.8,.821,2.3,4.0,6.3,2.5,1.8,1.0,2.5,2.9
2018,97,Tra Holder,ASU,32,35.1,18.2,5.5,13.6,.407,2.2,5.8,.369,5.0,5.9,.837,0.9,3.3,4.2,3.4,1.3,0.0,2.4,2.0
2018,98,Elijah Bryant,BYU,35,34.7,18.2,5.8,11.7,.494,2.4,5.9,.415,4.2,4.9,.850,0.5,5.9,6.3,2.3,1.3,0.5,2.3,2.4
2018,99,Jamaal King,STFPA,31,30.9,18.2,6.3,13.3,.473,1.7,5.0,.340,3.9,4.7,.816,0.4,2.7,3.1,3.5,1.2,0.0,3.1,2.3
2018,100,Desmond Williams,FAMU,34,35.6,18.1,6.5,14.8,.438,0.3,1.2,.268,4.8,6.5,.739,1.8,4.4,6.1,1.9,1.2,0.7,2.9,2.3
2019,1,Chris Clemons,CAM,33,36.6,30.1,9.2,20.6,.448,4.2,11.8,.357,7.5,8.6,.869,0.8,4.3,5.1,2.8,1.5,0.3,2.5,1.9
2019,2,Justin Wright-Foreman,HOF,35,37.7,27.1,9.4,18.5,.511,3.1,7.4,.425,5.1,5.9,.864,0.3,3.7,4.0,2.9,0.9,0.2,2.6,1.9
2019,3,Antoine Davis,UDM,30,37.4,26.1,8.8,21.9,.400,4.4,11.6,.380,4.2,4.9,.857,0.7,2.4,3.1,3.6,0.9,0.0,3.3,2.3
2019,4,Mike Daum,SDKSU,33,33.3,25.3,8.7,16.9,.512,2.0,5.5,.370,5.9,7.1,.838,2.4,9.3,11.7,1.8,0.7,1.0,2.2,2.9
2019,5,Markus Howard,MARQ,34,33.5,25.0,7.4,17.6,.420,3.5,8.8,.403,6.7,7.5,.890,0.4,3.6,4.0,3.9,1.1,0.0,3.9,2.1
2019,6,Lamine Diane,CSUN,33,35.3,24.8,10.3,21.2,.485,0.2,0.7,.304,4.0,7.6,.522,3.3,7.9,11.2,2.1,1.5,2.2,3.2,3.4
2019,7,Ja Morant,MRRY,33,36.6,24.5,8.0,16.1,.499,1.7,4.8,.363,6.7,8.2,.813,1.2,4.5,5.7,10.0,1.8,0.8,5.2,1.5
2019,8,Jermaine Marrow,HMPTN,35,36.4,24.4,7.8,18.5,.422,2.5,6.8,.370,6.2,7.7,.810,0.7,3.3,4.1,4.9,1.6,0.2,3.2,3.1
2019,9,Carsen Edwards,PURD,36,35.4,24.3,7.7,19.5,.394,3.8,10.6,.355,5.1,6.1,.837,0.4,3.2,3.6,2.9,1.3,0.3,3.1,2.0
2019,10,Nick Mayo,EKU,31,34.8,23.7,7.9,17.1,.462,1.7,5.3,.331,6.1,7.1,.864,2.3,6.5,8.7,2.3,1.2,1.8,2.7,2.7
2019,11,Jordan Davis,NOCOL,32,33.8,23.5,8.0,16.9,.474,1.7,4.7,.360,5.8,7.2,.805,0.9,3.8,4.7,4.7,1.4,0.3,3.3,2.3
2019,12,Cameron Young,QUIN,31,35.9,23.5,7.2,14.9,.482,3.4,7.7,.437,5.8,7.6,.766,1.0,4.1,5.1,1.9,1.1,0.3,2.9,2.2
2019,13,Myles Powell,SETON,34,36.0,23.1,7.4,16.6,.447,3.1,8.7,.363,5.1,6.1,.840,0.8,3.2,4.0,2.9,2.0,0.2,3.0,2.2
2019,14,Jhivvan Jackson,UTSA,29,30.9,22.9,7.7,19.8,.386,3.6,10.2,.351,4.0,4.7,.846,0.4,3.6,4.1,2.4,1.2,0.1,2.3,2.8
2019,15,R.J. Barrett,DUKE,38,35.3,22.6,8.4,18.5,.454,1.9,6.2,.308,3.9,5.9,.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8
2019,16,Zion Williamson,DUKE,33,30.0,22.6,9.0,13.2,.680,0.7,2.2,.338,3.9,6.2,.640,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1
2019,17,Ty Cockfield,ARKST,32,35.0,22.4,7.4,16.9,.439,2.2,6.1,.356,5.4,6.6,.820,0.8,2.8,3.6,3.2,1.1,0.1,2.9,2.0
2019,18,Matt Morgan,COR,31,32.3,22.2,6.9,13.5,.512,3.3,7.7,.431,5.0,5.8,.860,0.2,4.3,4.5,3.0,1.4,0.3,3.4,2.0
2019,19,Justin James,UWYOM,32,38.2,22.1,7.1,17.4,.409,1.6,5.3,.296,6.3,8.4,.741,1.0,7.5,8.5,4.4,1.5,0.6,4.2,2.1
2019,20,Grant Riller,C of C,33,35.5,21.9,8.0,14.9,.538,1.4,4.2,.329,4.5,5.6,.806,0.6,2.8,3.4,4.1,1.2,0.1,2.4,1.7
2019,21,Jon Davis,CHAR,29,37.1,21.7,6.6,15.2,.433,2.5,7.4,.338,6.0,7.1,.854,0.4,4.1,4.5,3.7,0.8,0.4,4.2,1.5
2019,22,Robert Franks,WSU,27,34.4,21.6,7.4,15.1,.493,2.8,7.0,.399,3.9,4.6,.848,1.4,5.9,7.2,2.6,0.7,0.7,3.2,2.5
2019,23,Jaylin Walker,KENT,27,36.0,21.6,6.7,17.3,.387,3.4,9.0,.383,4.7,5.9,.804,1.7,4.0,5.7,2.1,1.3,0.1,2.7,1.3
2019,24,Bubba Parham,VMI,32,33.9,21.4,6.6,15.4,.425,3.6,9.1,.397,4.7,5.9,.794,0.3,3.1,3.4,3.5,0.6,0.0,2.6,1.9
2019,25,Jerrick Harding,WEBER,30,33.9,21.4,7.1,15.0,.470,2.1,5.8,.366,5.1,5.9,.870,0.5,2.9,3.4,1.4,1.6,0.4,2.1,2.2
2019,26,R.J. Cole,HWRD,34,35.6,21.4,6.4,15.4,.415,2.5,6.4,.387,6.1,7.4,.818,0.7,3.4,4.1,6.4,1.9,0.0,3.2,2.2
2019,27,Andrew Kostecka,L-MD,32,33.3,21.3,7.5,14.4,.523,1.5,3.9,.381,4.8,5.8,.813,1.2,3.6,4.8,2.4,2.7,0.9,2.8,3.1
2019,28,Dylan Windler,BLMNT,33,33.2,21.3,7.4,13.6,.540,3.0,7.1,.429,3.5,4.2,.847,1.9,8.9,10.8,2.5,1.4,0.6,2.1,2.1
2019,29,Yoeli Childs,BYU,32,33.3,21.2,8.1,15.9,.508,1.0,3.1,.323,4.1,5.8,.708,2.0,7.6,9.6,2.1,1.0,1.0,2.8,2.6
2019,30,Anthony Lamb,UVM,32,31.6,21.2,7.6,14.7,.515,1.6,4.3,.365,4.5,5.9,.762,1.7,6.1,7.8,2.3,0.9,1.9,2.2,2.0
2019,31,Jordan Ford,STMRY,34,36.9,21.1,7.5,15.3,.489,2.1,5.0,.412,4.0,5.0,.800,0.5,2.3,2.8,2.5,1.3,0.0,1.9,1.7
2019,32,Daishon Smith,ULM,32,34.6,21.0,6.1,13.8,.443,3.4,8.6,.400,5.4,6.3,.861,0.7,3.8,4.5,3.9,2.2,0.1,2.2,1.8
2019,33,Nathan Knight,W&M,31,30.6,21.0,7.6,13.2,.578,0.3,1.3,.244,5.5,7.5,.732,2.7,5.9,8.6,3.5,0.4,2.3,2.7,3.0
2019,34,Garrison Mathews,LIP,36,30.1,20.9,6.2,13.9,.444,3.2,8.0,.403,5.3,6.1,.860,0.7,4.8,5.5,1.9,0.8,0.3,2.3,1.9
2019,35,Sam Merrill,USU,35,35.3,20.9,6.5,14.1,.461,2.5,6.5,.376,5.4,5.9,.909,0.3,3.6,3.9,4.1,1.1,0.3,1.9,2.5
2019,36,Martaveous McKnight,UAPB,32,36.8,20.8,7.1,16.0,.442,2.3,6.0,.387,4.4,6.2,.709,0.7,4.3,5.0,2.9,1.5,0.3,2.7,1.2
2019,37,Tres Tinkle,ORST,30,36.4,20.8,7.2,14.8,.483,1.8,5.4,.329,4.7,6.1,.770,2.0,6.1,8.1,3.8,1.7,0.5,3.0,2.1
2019,38,JaKeenan Gant,LA,31,32.3,20.5,7.9,14.5,.545,1.4,3.6,.378,3.3,4.2,.786,3.1,5.5,8.6,1.3,0.8,2.6,2.1,2.7
2019,39,Tyler Hall,MTSTU,32,33.5,20.5,7.3,16.3,.447,3.6,9.6,.377,2.3,2.8,.833,0.7,4.1,4.7,2.8,1.1,0.3,2.1,1.9
2019,40,Terry Taylor,APSU,33,33.1,20.5,7.8,14.7,.531,1.5,4.5,.340,3.3,4.5,.741,3.4,5.5,8.9,1.7,1.1,0.9,1.9,2.0
2019,41,Eugene German,NIU,31,32.7,20.4,7.4,15.0,.490,2.8,6.8,.414,2.8,4.1,.688,0.5,4.6,5.2,2.9,1.2,0.2,2.4,2.0
2019,42,Rayjon Tucker,UALR,30,36.6,20.3,6.2,12.7,.491,2.4,5.8,.411,5.5,7.0,.777,0.8,6.0,6.7,1.8,1.1,0.4,2.6,2.3
2019,43,Jon Elmore,MARSH,37,35.9,20.3,6.3,16.1,.393,3.1,8.5,.364,4.5,5.8,.789,0.3,4.8,5.1,5.1,1.7,0.5,3.1,2.0
2019,44,Fletcher Magee,WOFF,35,31.4,20.3,6.4,14.7,.439,4.5,10.8,.419,2.9,3.2,.910,0.4,2.2,2.5,1.6,0.7,0.1,1.4,1.4
2019,45,Lew Stallworth,CTDL,29,33.4,20.2,7.6,14.4,.527,1.2,3.3,.375,3.7,5.0,.740,0.4,4.9,5.3,6.2,1.0,0.0,3.6,2.8
2019,46,Keaton Wallace,UTSA,32,34.9,20.2,6.7,15.9,.422,3.8,9.9,.382,3.0,3.5,.856,0.8,4.3,5.0,2.4,1.3,0.7,2.2,2.3
2019,47,Max Strus,DEP,35,37.4,20.1,6.6,15.5,.429,3.2,8.9,.363,3.7,4.3,.842,1.1,4.8,5.9,2.2,0.9,0.5,2.0,2.9
2019,48,Lamar Stevens,PENST,32,36.9,19.9,7.2,17.0,.422,0.6,2.8,.220,4.9,6.4,.770,1.7,6.0,7.7,2.1,0.7,0.8,2.8,2.6
2019,49,Sa'eed Nelson,AMERU,30,36.5,19.8,6.8,13.3,.508,0.9,2.8,.306,5.4,7.6,.718,1.0,4.6,5.6,5.1,2.4,0.5,3.6,2.3
2019,50,Shizz Alston,TEM,33,36.8,19.7,6.3,15.5,.405,3.0,8.6,.350,4.2,4.6,.908,0.5,2.2,2.8,5.0,1.5,0.2,2.5,1.9
2019,51,Rui Hachimura,ZAGS,37,30.2,19.7,7.4,12.6,.591,0.4,1.0,.417,4.4,6.0,.739,1.4,5.1,6.5,1.5,0.9,0.7,1.8,2.0
2019,52,Shamorie Ponds,STJ,33,35.1,19.7,6.5,14.5,.453,2.0,5.6,.353,4.6,5.5,.836,1.0,3.2,4.1,5.1,2.6,0.3,2.0,2.0
2019,53,Jeremiah Martin,MEMP,36,34.3,19.7,6.1,13.6,.451,1.8,5.3,.346,5.6,7.4,.762,1.1,3.2,4.3,4.4,2.2,0.6,2.6,1.9
2019,54,"James Palmer, Jr.",UNL,36,35.1,19.7,5.9,16.1,.369,1.9,5.9,.313,6.0,7.8,.762,1.1,3.1,4.2,3.0,1.4,0.4,2.1,2.2
2019,55,"David Jenkins, Jr.",SDKSU,32,33.1,19.7,6.4,14.0,.458,3.5,7.7,.453,3.3,4.2,.793,0.4,2.9,3.4,1.5,0.5,0.0,2.6,2.8
2019,56,John Konchar,IPFW,33,34.3,19.5,7.0,12.8,.546,1.6,4.2,.381,3.8,5.4,.713,2.2,6.3,8.5,5.4,2.0,0.9,2.8,2.1
2019,57,Jahaad Proctor,HP,31,34.6,19.5,6.8,14.6,.464,1.8,5.4,.331,4.1,5.4,.771,0.6,3.3,3.8,3.3,1.3,0.4,2.2,1.6
2019,58,Dedric Lawson,KU,36,32.6,19.4,6.9,14.1,.490,1.0,2.5,.393,4.6,5.7,.815,3.1,7.2,10.3,1.7,1.3,1.1,2.3,2.6
2019,59,Marcquise Reed,CLEM,31,35.4,19.4,6.5,14.8,.440,1.5,4.4,.356,4.8,5.7,.843,0.7,4.8,5.5,3.0,2.1,0.0,2.7,1.9
2019,60,Jarrell Brantley,C of C,33,33.9,19.4,7.2,13.9,.517,1.2,3.5,.328,3.9,4.9,.785,1.7,6.7,8.4,2.4,1.4,0.9,2.6,2.7
2019,61,Colbey Ross,PEPP,34,34.9,19.4,5.3,12.1,.437,1.9,4.7,.396,7.0,8.2,.853,0.4,2.6,2.9,7.0,1.2,0.1,4.3,2.7
2019,62,Caleb Martin,UNR,34,34.1,19.2,5.9,14.5,.409,3.1,9.3,.338,4.3,5.8,.732,0.9,4.3,5.1,2.8,1.4,0.8,1.9,2.4
2019,63,Terrell Gomez,CSUN,34,37.7,19.2,6.3,14.0,.450,3.4,8.2,.419,3.1,3.6,.877,0.4,1.7,2.1,2.8,1.1,0.0,1.8,1.3
2019,64,"Charlie Brown, Jr.",STJOE,32,35.6,19.0,6.4,14.9,.430,2.0,5.5,.356,4.3,5.0,.845,2.1,4.1,6.2,1.5,1.1,0.8,1.8,2.6
2019,65,Ky Bowman,BOS,31,39.4,19.0,6.3,15.6,.404,2.5,6.8,.374,3.8,5.0,.761,0.8,6.7,7.5,4.0,1.4,0.6,2.9,2.6
2019,66,Milan Acquaah,CALBU,31,32.1,19.0,6.2,14.8,.415,2.5,6.5,.374,4.2,4.9,.850,0.7,4.4,5.0,3.4,1.6,0.1,3.3,2.6
2019,67,Tyler Hooker,KENN,31,36.2,19.0,6.5,16.4,.393,1.1,4.0,.280,4.9,5.9,.832,0.8,4.0,4.7,3.0,1.5,0.2,2.8,2.2
2019,68,Jailyn Ingram,FAU,10,29.7,18.9,7.3,13.1,.557,1.7,4.0,.425,2.6,3.0,.867,2.9,5.3,8.2,2.0,0.8,1.0,3.6,2.6
2019,69,Raiquan Clark,LIU,32,32.3,18.9,6.9,13.7,.503,0.6,2.6,.244,4.5,6.4,.699,1.9,4.8,6.8,2.0,1.3,0.7,4.4,3.1
2019,70,Deishuan Booker,LBSU,33,32.1,18.8,5.0,11.0,.455,1.3,3.5,.362,7.6,8.3,.912,0.5,3.0,3.5,4.4,1.3,0.1,3.9,2.4
2019,71,Grant Williams,TENN,37,31.9,18.8,6.3,11.2,.564,0.4,1.2,.326,5.8,7.0,.819,2.2,5.3,7.5,3.2,1.1,1.5,2.2,3.0
2019,72,Isaiah Pineiro,SAND,36,34.7,18.8,6.4,13.2,.487,1.1,3.3,.336,4.8,5.9,.820,1.9,7.5,9.4,2.1,1.2,0.5,3.0,3.3
2019,73,Cassius Winston,MCHST,39,33.5,18.8,6.2,13.5,.460,2.2,5.4,.398,4.2,5.0,.840,0.3,2.7,3.0,7.5,1.0,0.1,2.9,1.9
2019,74,Jarron Cumberland,CINCY,35,32.5,18.8,5.9,14.6,.404,2.3,5.9,.388,4.7,6.0,.773,1.1,3.3,4.4,3.6,1.1,0.4,2.7,2.3
2019,75,Marial Shayok,IWAST,34,32.9,18.7,6.7,13.6,.496,2.1,5.4,.386,3.2,3.6,.878,1.4,3.5,4.9,2.0,0.9,0.2,2.7,2.1
2019,76,Christian Lutete,UML,32,33.9,18.7,6.7,12.5,.534,2.2,5.5,.395,3.2,4.4,.718,1.3,6.3,7.6,1.4,0.7,0.1,2.5,1.9
2019,77,Drew McDonald,NKU,34,30.6,18.7,6.2,13.1,.472,2.0,5.0,.394,4.3,5.4,.798,2.0,7.4,9.4,2.8,0.5,0.4,2.3,1.9
2019,78,Christian Keeling,CHASO,34,32.2,18.7,6.3,13.5,.465,2.4,6.3,.380,3.7,4.8,.773,0.9,6.1,6.9,2.8,1.3,0.7,2.7,2.0
2019,79,Camron Justice,IUPUI,33,32.7,18.6,5.9,13.9,.425,2.7,7.8,.352,4.1,4.8,.854,0.3,2.9,3.2,2.9,1.3,0.0,2.5,2.2
