Year,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2019,80,Phil Booth,VILL,36,35.1,18.6,6.1,13.9,.434,2.6,7.2,.367,3.8,5.1,.749,0.4,3.5,3.9,3.8,0.8,0.2,2.3,1.9
2019,81,Jarrett Culver,TXTCH,38,32.5,18.5,6.7,14.5,.461,1.3,4.2,.304,3.9,5.5,.707,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9
2019,82,Quinndary Weatherspoon,MISST,34,34.0,18.5,6.3,12.3,.508,1.6,4.1,.396,4.4,5.4,.809,1.3,3.4,4.7,2.8,1.7,0.3,2.9,2.1
2019,83,Braxton Huggins,FRSNO,31,29.8,18.5,6.1,14.4,.425,3.3,8.5,.385,3.0,3.7,.793,0.6,3.6,4.3,1.7,1.1,0.3,2.2,2.2
2019,84,D'Marcus Simonds,GAST,34,35.7,18.4,6.4,15.6,.413,1.7,5.9,.282,3.8,5.8,.660,0.7,4.2,5.0,3.6,1.3,1.0,3.7,2.4
2019,85,Ronshad Shabazz,APPST,32,32.2,18.3,6.3,14.4,.441,2.5,6.6,.376,3.2,3.9,.815,0.6,2.7,3.3,2.3,0.8,0.1,2.3,1.5
2019,86,Xavier Hill-Mais,OAKL,34,30.6,18.3,7.1,13.1,.537,1.1,3.1,.349,3.1,4.3,.707,2.1,4.9,7.0,2.4,0.6,0.9,2.9,2.7
2019,87,Justin Turner,BGSU,34,32.2,18.2,6.7,14.4,.468,1.8,4.8,.372,2.9,4.1,.709,0.8,2.9,3.7,3.1,1.4,0.2,1.9,1.7
2019,88,Khalil Ahmad,CSFUL,34,31.4,18.2,6.1,14.0,.436,1.6,5.2,.318,4.4,5.4,.814,0.6,3.4,4.0,1.3,1.6,0.2,2.0,2.5
2019,89,Bennie Boatwright,USC,31,33.5,18.2,6.4,13.4,.474,2.9,6.8,.429,2.6,3.7,.702,1.4,5.2,6.6,2.5,0.7,0.6,1.5,2.4
2019,90,Devin Cannady,PRIN,16,36.8,18.2,5.9,14.1,.416,3.1,8.7,.360,3.3,3.8,.869,0.5,5.3,5.8,1.7,1.6,0.2,1.8,1.9
2019,91,Zac Cuthbertson,CCU,34,32.1,18.2,5.9,12.1,.488,1.3,3.5,.367,5.1,6.7,.763,2.2,5.9,8.1,2.4,0.9,0.4,2.4,3.0
2019,92,C.J. Massinburg,BUFF,35,32.3,18.2,5.7,12.3,.464,2.7,6.7,.399,4.1,5.3,.780,2.2,4.3,6.5,3.0,1.2,0.3,1.3,1.7
2019,93,Markis McDuffie,WICHI,37,33.4,18.2,5.8,14.2,.408,2.3,6.6,.341,4.3,5.3,.816,1.8,3.2,5.0,1.0,1.0,0.2,1.6,1.9
2019,94,Tyler Kohl,CCSU,27,34.3,18.1,5.7,14.6,.394,1.5,4.6,.331,5.1,6.1,.848,1.7,5.3,7.0,4.6,1.4,0.0,3.7,2.3
2019,95,David Efianayi,GWU,35,33.4,18.1,5.7,11.8,.485,2.0,4.8,.420,4.7,6.3,.742,0.5,3.1,3.7,2.9,1.1,0.7,2.4,2.1
2019,96,Jahmal McMurray,SMU,32,32.7,18.1,6.4,14.3,.449,3.2,8.0,.395,2.1,2.5,.827,0.2,2.2,2.3,2.6,0.7,0.1,1.7,2.2
2019,97,Zach Jackson,OMAHA,32,34.2,18.1,6.4,12.9,.495,1.9,4.3,.432,3.4,4.5,.759,0.9,3.4,4.3,1.9,0.8,0.1,1.6,1.8
2019,98,Deshon Taylor,FRSNO,28,35.6,17.9,5.4,12.2,.446,2.4,6.0,.401,4.7,6.0,.784,0.6,3.0,3.7,5.0,1.4,0.2,2.9,2.7
2019,99,Breein Tyree,MISS,33,33.8,17.9,6.0,13.0,.459,2.1,5.6,.375,3.9,4.7,.831,0.3,2.6,2.9,2.8,1.0,0.4,2.4,2.0
2019,100,C.J. Williams,HWRD,33,31.1,17.9,6.3,14.2,.446,1.8,4.9,.373,3.4,4.0,.856,0.7,2.1,2.7,0.7,0.7,0.3,1.5,1.7
2020,1,Markus Howard,MARQ,29,33.2,27.8,8.2,19.3,.422,4.2,10.1,.412,7.3,8.6,.847,0.6,2.9,3.5,3.3,0.9,0.0,3.4,2.4
2020,2,Jhivvan Jackson,UTSA,32,34.5,26.8,9.1,21.7,.418,3.8,10.7,.354,4.8,5.7,.852,0.9,4.7,5.6,2.4,1.4,0.2,2.8,3.2
2020,3,Jermaine Marrow,HMPTN,28,37.8,24.8,7.9,19.4,.407,2.1,7.2,.294,6.9,9.0,.762,0.8,2.5,3.2,6.5,1.2,0.1,3.0,3.1
2020,4,Antoine Davis,UDM,30,36.8,24.3,7.9,20.8,.380,3.4,10.4,.324,5.1,5.7,.901,0.3,2.8,3.1,4.5,1.7,0.1,4.5,2.5
2020,5,Luka Garza,IOWA,31,32.0,23.9,9.3,17.1,.542,1.3,3.5,.358,4.1,6.3,.651,3.6,6.3,9.8,1.2,0.8,1.8,1.8,2.5
2020,6,Mike Smith,COM,30,37.8,22.8,8.3,19.3,.431,2.1,6.1,.339,4.1,5.0,.813,0.4,3.7,4.1,4.5,1.5,0.0,3.0,1.5
2020,7,Jerrick Harding,WEBER,29,33.9,22.2,8.1,16.6,.488,2.1,6.5,.328,3.9,4.5,.863,0.5,2.4,2.9,2.2,1.0,0.1,2.8,1.6
2020,8,Mason Jones,ARK,31,33.8,22.0,6.2,13.6,.453,2.2,6.3,.351,7.5,9.1,.826,0.7,4.7,5.5,3.4,1.6,0.2,3.2,3.3
2020,9,Ben Stanley,HMPTN,34,35.1,22.0,8.7,15.1,.574,0.4,1.3,.333,4.2,6.6,.643,2.3,4.9,7.2,0.7,0.4,1.5,1.9,2.4
2020,10,Jordan Roland,NEU,33,36.2,21.9,7.5,15.7,.482,2.9,7.3,.394,3.9,4.4,.884,0.5,2.8,3.3,1.8,1.5,0.2,1.7,1.8
2020,11,Grant Riller,C of C,31,33.5,21.9,7.3,14.7,.499,1.5,4.2,.362,5.7,6.9,.827,0.5,4.6,5.1,3.9,1.6,0.3,3.1,2.3
2020,12,Jordan Ford,STMRY,34,38.0,21.9,7.9,16.1,.492,2.5,6.1,.411,3.4,4.1,.836,0.6,2.5,3.0,2.3,1.4,0.0,1.5,1.1
2020,13,Terry Taylor,APSU,33,36.6,21.8,8.6,15.7,.550,1.2,3.9,.320,3.2,5.0,.652,4.0,7.0,11.0,1.4,1.3,1.3,2.4,1.9
2020,14,Jalen Harris,UNR,30,33.0,21.6,7.4,16.7,.446,2.2,6.2,.362,4.5,5.5,.823,0.7,5.7,6.4,3.9,1.1,0.1,2.4,2.3
2020,15,Tre'von Allen,IDAHO,30,33.7,21.6,7.6,17.0,.449,2.1,5.2,.400,4.2,5.2,.814,0.3,4.6,4.9,1.7,1.7,0.1,2.7,1.6
2020,16,Marcus Burk,IUPUI,32,34.8,21.3,7.4,17.1,.432,2.9,7.5,.386,3.6,4.5,.793,0.6,2.9,3.4,1.9,1.2,0.3,2.4,2.8
2020,17,Myles Powell,SETON,28,31.6,21.0,7.0,17.5,.398,2.8,9.2,.306,4.3,5.4,.795,0.9,3.4,4.3,2.9,1.2,0.2,2.8,2.1
2020,18,Nate Darling,DEL,32,38.3,21.0,6.8,15.3,.446,3.3,8.4,.399,4.0,4.7,.854,0.4,3.5,3.9,2.8,0.8,0.2,2.8,1.7
2020,19,Nathan Knight,W&M,32,29.6,20.7,7.1,13.5,.524,0.9,3.0,.305,5.6,7.3,.773,2.7,7.8,10.5,1.8,0.8,1.5,2.6,3.0
2020,20,"Terrell Brown, Jr.",SEA,29,36.0,20.7,7.8,18.8,.414,0.6,1.9,.291,4.6,5.9,.784,1.4,4.8,6.2,4.9,1.6,0.4,2.6,2.6
2020,21,Ryan Daly,STJOE,30,34.6,20.6,7.2,17.0,.425,1.9,6.0,.311,4.3,5.9,.733,1.5,5.4,6.9,4.3,1.2,0.4,2.9,1.9
2020,22,Colbey Ross,PEPP,32,37.7,20.5,6.3,15.8,.402,2.3,6.6,.349,5.5,6.4,.854,0.7,3.9,4.7,7.2,1.1,0.2,4.4,2.3
2020,23,Payton Pritchard,OREG,31,36.5,20.5,7.0,14.9,.468,2.8,6.8,.415,3.7,4.5,.821,0.7,3.6,4.3,5.5,1.5,0.0,2.7,2.0
2020,24,Eugene German,NIU,31,32.7,20.5,7.3,17.5,.415,2.4,7.2,.333,3.5,4.9,.719,0.5,3.6,4.1,2.7,1.0,0.2,2.3,1.4
2020,25,Quintin Dove,UTM,29,33.8,20.2,7.3,13.0,.565,0.7,2.1,.323,4.8,6.2,.782,3.8,4.1,7.9,1.0,0.4,0.3,2.2,3.4
2020,26,Daniel Oturu,MINN,31,34.0,20.1,7.7,13.6,.563,0.6,1.7,.365,4.1,5.8,.707,3.7,7.5,11.3,1.1,0.5,2.5,2.8,2.7
2020,27,Obi Toppin,DAY,31,31.6,20.0,7.9,12.5,.633,1.0,2.6,.390,3.2,4.5,.702,1.2,6.4,7.5,2.2,1.0,1.2,2.2,1.6
2020,28,Carlik Jones,RADF,32,33.1,20.0,6.8,14.0,.488,1.5,3.6,.409,4.9,6.1,.814,0.7,4.5,5.1,5.5,1.4,0.2,2.3,1.8
2020,29,Andrew Kostecka,L-MD,29,31.5,19.9,6.6,13.1,.504,1.6,4.6,.348,5.0,6.1,.825,1.1,4.1,5.2,2.6,1.9,0.6,2.5,2.3
2020,30,Marreon Jackson,U of T,32,35.3,19.8,6.1,14.9,.409,3.1,8.4,.369,4.6,5.6,.816,0.6,3.6,4.3,5.4,1.5,0.0,3.1,2.0
2020,31,Loren Cristian Jackson,AKR,31,34.1,19.8,6.3,13.5,.465,3.0,6.9,.428,4.4,5.0,.877,0.6,2.1,2.7,4.5,1.0,0.0,2.4,2.3
2020,32,Terrell Gomez,CSUN,32,37.1,19.8,6.5,14.8,.439,3.5,7.9,.440,3.4,3.6,.948,0.3,2.2,2.5,2.3,0.8,0.0,1.4,1.0
2020,33,Sayeed Pridgett,MONT,31,36.2,19.8,8.1,15.8,.511,0.4,1.6,.245,3.3,4.7,.687,1.5,5.7,7.2,3.9,1.5,0.5,3.3,2.9
2020,34,John Crosby,DESU,32,35.2,19.8,6.9,16.1,.430,1.8,5.7,.317,4.1,5.3,.774,0.6,4.6,5.2,3.3,1.2,0.1,4.0,2.0
2020,35,Zach Cooks,NJIT,30,37.6,19.7,6.8,16.8,.405,1.8,5.8,.305,4.3,5.6,.778,0.9,4.3,5.2,2.2,1.8,0.1,2.3,1.7
2020,36,Jayden Gardner,ECAR,31,34.4,19.7,7.2,13.8,.521,0.1,0.6,.200,5.2,7.0,.734,2.9,6.3,9.2,2.2,1.1,0.5,2.7,2.9
2020,37,Breein Tyree,MISS,31,34.5,19.7,6.4,15.1,.426,2.1,5.7,.360,4.8,5.8,.822,0.3,3.4,3.7,2.5,1.3,0.1,2.5,2.1
2020,38,A.J. Green,UNI,31,34.9,19.7,6.6,15.8,.416,2.9,7.5,.391,3.6,3.9,.917,0.2,2.7,3.0,3.0,0.7,0.0,2.9,1.5
2020,39,Sam Merrill,USU,32,35.0,19.7,6.1,13.2,.461,2.8,6.8,.410,4.7,5.3,.893,0.2,3.9,4.1,3.9,0.9,0.1,1.6,2.3
2020,40,Raiquan Clark,LIU,32,35.3,19.5,7.1,14.1,.501,0.8,2.5,.321,4.6,6.9,.664,1.9,5.4,7.3,1.7,1.2,0.7,3.5,3.1
2020,41,Sam Sessoms,BNGH,29,35.7,19.4,7.2,17.3,.415,2.2,7.0,.315,2.9,3.5,.814,1.2,3.8,5.0,4.8,1.6,0.1,3.4,2.6
2020,42,Nijal Pearson,TXST,31,34.9,19.4,6.5,15.4,.423,2.3,6.6,.353,4.0,5.2,.772,1.1,4.3,5.4,2.5,1.3,0.3,2.4,1.5
2020,43,Christian Lutete,UML,32,33.7,19.3,6.9,13.3,.516,2.0,5.4,.374,3.6,5.2,.691,2.0,5.0,7.0,1.6,0.8,0.1,2.2,1.3
2020,44,Jibri Blount,NCCU,31,36.8,19.2,7.0,13.4,.525,0.8,2.4,.329,4.4,6.2,.712,2.5,6.8,9.4,1.7,2.2,0.6,3.2,2.8
2020,45,Parker Stewart,UTM,25,36.2,19.2,6.3,15.2,.412,2.8,8.2,.348,3.8,5.0,.766,0.8,3.8,4.6,3.8,0.8,0.4,3.3,2.8
2020,46,Remy Martin,ASU,31,33.8,19.1,6.6,15.2,.432,2.0,6.1,.335,3.9,5.1,.772,0.5,2.6,3.1,4.1,1.5,0.0,3.1,1.5
2020,47,Anthony Edwards,UGA,32,33.0,19.1,6.3,15.8,.402,2.3,7.7,.294,4.1,5.3,.772,0.8,4.5,5.2,2.8,1.3,0.6,2.7,2.2
2020,48,Elijah Hughes,SYRA,32,36.7,19.0,6.2,14.5,.427,2.4,7.1,.342,4.2,5.2,.813,0.4,4.5,4.9,3.4,1.2,0.8,2.3,1.8
2020,49,Javon Freeman-Liberty,VAL,33,33.3,19.0,6.9,15.8,.436,1.5,5.4,.287,3.7,5.0,.750,1.3,4.8,6.1,3.2,2.2,0.3,2.5,2.6
2020,50,Matt Lewis,JMU,30,35.5,19.0,6.0,14.6,.410,2.7,7.2,.373,4.3,6.0,.715,0.8,4.7,5.5,3.4,1.0,0.3,2.3,1.9
2020,51,Ian DuBose,HCU,29,33.2,19.0,6.0,13.8,.439,1.6,4.8,.326,5.3,6.9,.775,1.7,5.6,7.3,3.8,1.4,0.3,3.9,2.6
2020,52,Fatts Russell,URI,30,35.7,18.8,6.0,15.5,.388,2.0,5.6,.357,4.8,5.9,.824,0.7,2.8,3.4,4.6,2.9,0.2,2.2,2.8
2020,53,Isaiah Blackmon,STFPA,30,34.1,18.8,6.3,14.0,.449,2.7,6.6,.412,3.5,4.2,.832,2.0,3.3,5.3,1.5,1.7,0.3,1.9,2.6
2020,54,Justin Turner,BGSU,25,32.3,18.8,6.3,14.8,.427,1.6,4.3,.361,4.6,5.4,.851,0.8,3.7,4.6,2.5,0.8,0.2,2.1,1.5
2020,55,Keaton Wallace,UTSA,32,34.8,18.8,6.4,16.2,.395,2.9,8.2,.351,3.1,3.9,.806,0.8,3.8,4.5,3.1,1.3,0.3,2.3,2.5
2020,56,E.J. Crawford,IONA,28,36.9,18.8,6.2,13.3,.466,1.2,3.8,.311,5.2,6.2,.839,1.1,4.2,5.3,1.8,1.0,0.5,2.7,2.3
2020,57,Malik Ellison,UHA,23,34.8,18.7,7.4,14.5,.514,0.1,0.6,.154,3.7,5.9,.630,2.6,7.1,9.7,1.7,0.8,1.1,3.0,2.7
2020,58,Marlon Stewart,UND,33,34.2,18.6,5.7,13.2,.432,1.9,5.4,.356,5.2,6.7,.783,0.3,5.2,5.5,5.1,0.7,0.1,2.9,2.3
2020,59,Cassius Winston,MCHST,30,32.6,18.6,6.2,13.8,.448,2.4,5.6,.432,3.8,4.5,.852,0.2,2.3,2.5,5.9,1.2,0.0,3.2,2.0
2020,60,Shamarkus Kennedy,MCNST,31,31.8,18.6,7.3,10.7,.679,0.0,0.1,.250,4.0,5.1,.778,3.5,7.5,10.9,1.5,0.7,2.6,2.3,2.2
2020,61,Ahsan Asadullah,LIP,31,29.9,18.6,8.1,15.6,.520,0.1,0.5,.200,2.2,4.3,.519,2.7,7.4,10.1,3.9,1.2,1.2,3.1,3.1
2020,62,Ade Murkey,DEN,31,32.2,18.6,6.6,13.7,.481,1.0,2.4,.400,4.4,6.0,.731,1.3,5.0,6.3,2.1,1.2,0.7,2.1,2.4
2020,63,Saben Lee,VANDY,32,32.8,18.6,6.3,12.9,.483,1.2,3.8,.322,4.8,6.4,.752,0.6,3.0,3.5,4.2,1.5,0.3,3.1,1.8
2020,64,Doug Wilson,SDKSU,29,29.7,18.6,7.7,12.2,.628,0.0,0.2,.000,3.2,4.8,.667,2.9,3.5,6.4,1.8,0.8,0.8,2.6,3.0
2020,65,Cole Anthony,UNC,22,34.9,18.5,6.0,15.7,.380,2.2,6.4,.348,4.4,5.8,.750,0.5,5.2,5.7,4.0,1.3,0.3,3.5,2.9
2020,66,C.J. Williams,HWRD,33,34.2,18.5,6.5,15.7,.414,1.5,4.8,.300,4.1,5.8,.702,0.8,3.5,4.3,1.2,0.7,0.5,1.7,2.4
2020,67,"Kira Lewis, Jr.",UA,31,37.6,18.5,6.6,14.5,.459,1.8,4.9,.366,3.4,4.2,.802,0.8,3.9,4.8,5.2,1.8,0.6,3.5,2.6
2020,68,Sa'eed Nelson,AMERU,29,36.2,18.5,7.1,14.6,.488,0.5,2.3,.212,3.7,5.7,.655,1.3,3.8,5.1,4.7,2.8,0.3,3.5,2.2
2020,69,Tres Tinkle,ORST,31,34.5,18.5,6.1,13.8,.440,1.6,4.8,.345,4.7,5.8,.810,1.3,5.5,6.8,3.2,1.7,0.5,2.3,2.4
2020,70,Marcus Sheffield,ELON,34,33.4,18.4,6.3,15.0,.417,2.1,5.2,.404,3.8,4.6,.816,0.7,4.5,5.2,2.8,0.8,0.4,2.0,2.2
2020,71,Vinnie Shahid,NDSU,33,32.9,18.4,5.8,13.3,.433,2.5,6.8,.367,4.4,5.0,.884,0.3,3.0,3.3,3.0,1.0,0.0,2.4,1.6
2020,72,Jacob Davison,EWASH,31,31.5,18.4,6.8,15.0,.454,1.5,4.7,.327,3.3,4.6,.711,0.9,3.2,4.2,2.8,1.4,0.4,2.7,2.4
2020,73,C.J. Elleby,WSU,32,33.4,18.4,6.2,15.6,.396,2.3,6.8,.339,3.8,4.6,.823,1.2,6.6,7.8,1.9,1.8,0.8,2.2,2.9
2020,74,Jomaru Brown,EKU,32,29.5,18.4,6.2,16.0,.386,1.4,4.5,.315,4.6,6.2,.751,0.7,3.3,3.9,2.7,1.9,0.2,4.7,2.6
2020,75,Desure Buie,HOF,34,37.3,18.2,6.2,13.8,.448,2.2,5.3,.417,3.6,4.3,.848,0.5,3.2,3.7,5.9,2.0,0.1,2.9,1.2
2020,76,Obadiah Noel,UML,32,35.1,18.2,6.1,12.5,.486,1.5,3.8,.400,4.5,6.7,.674,1.3,3.8,5.2,2.7,1.7,0.4,3.1,2.5
2020,77,Devon Dotson,KU,30,34.9,18.1,6.1,13.0,.468,1.3,4.1,.309,4.7,5.7,.830,0.6,3.5,4.1,4.0,2.1,0.1,2.4,1.8
2020,78,Milan Acquaah,CALBU,31,32.7,18.1,5.8,15.5,.376,2.0,6.3,.318,4.5,5.3,.836,0.5,4.4,4.9,5.8,0.9,0.2,3.8,2.1
2020,79,Tyler Hagedorn,SODAK,32,29.8,18.1,6.0,11.1,.544,2.3,4.4,.514,3.8,4.6,.823,1.1,5.8,6.9,1.7,0.3,0.7,1.7,2.6
2020,80,Jordan Nwora,LVILL,31,33.2,18.0,6.1,13.9,.440,2.5,6.1,.402,3.4,4.1,.813,1.7,6.0,7.7,1.3,0.7,0.3,2.1,2.2
2020,81,Josh Sharkey,SAMF,30,34.3,18.0,5.6,12.4,.450,1.4,3.9,.350,5.4,7.0,.773,0.8,2.8,3.6,7.2,2.7,0.0,5.9,2.7
2020,82,Elijah Olaniyi,SB,28,32.6,18.0,6.1,14.1,.435,1.9,5.3,.361,3.8,5.4,.709,1.2,5.3,6.5,2.1,1.6,0.3,3.2,2.0
2020,83,Bryson Robinson,NEWOR,30,33.9,17.9,5.4,13.4,.404,2.9,8.1,.358,4.2,4.8,.874,0.6,3.5,4.1,2.6,1.3,0.1,2.3,1.9
2020,84,Tevin Brown,MRRY,32,37.3,17.9,5.4,12.0,.447,2.7,6.3,.419,4.5,6.1,.737,0.4,4.3,4.6,3.7,1.2,0.4,2.6,2.0
2020,85,Bryson Williams,UTEP,32,31.7,17.8,6.6,13.3,.499,1.0,2.7,.356,3.6,4.5,.811,1.7,5.5,7.2,0.9,0.9,0.9,2.2,2.8
2020,86,"Vernon Carey, Jr.",DUKE,31,24.8,17.8,6.4,11.1,.577,0.3,0.7,.381,4.7,7.0,.670,2.7,6.1,8.8,1.0,0.7,1.6,2.0,2.7
2020,87,Isaiah Miller,UNCG,32,28.5,17.8,7.3,17.3,.423,0.9,3.7,.237,2.3,4.3,.537,2.0,3.0,5.0,3.1,2.8,0.2,2.7,2.4
2020,88,Mason Faulkner,WCU,31,33.6,17.7,5.3,13.1,.402,2.0,6.4,.313,5.2,6.7,.783,0.8,5.2,6.0,5.9,1.2,0.1,3.3,2.3
2020,89,Brandon Anderson,BRWN,25,35.1,17.7,5.6,15.4,.364,1.9,6.4,.300,4.6,5.6,.821,0.9,2.9,3.8,3.0,1.6,0.2,3.6,2.0
2020,90,Blake Francis,RICH,25,32.7,17.7,6.1,14.7,.417,2.6,7.3,.363,2.8,3.5,.805,0.6,1.7,2.2,2.0,1.1,0.0,2.0,1.8
2020,91,Tre Mitchell,UMass,31,30.7,17.7,6.6,13.8,.481,1.2,3.6,.330,3.2,4.4,.728,1.5,5.7,7.2,1.9,1.0,1.0,3.3,3.0
2020,92,"Phlandrous Fleming, Jr.",CHASO,32,35.4,17.7,6.5,14.9,.434,1.4,5.4,.259,3.3,4.3,.779,1.6,7.1,8.7,3.8,1.3,1.5,3.3,1.8
2020,93,Holland Woods,PORTL,32,34.1,17.7,5.7,13.6,.415,1.5,4.9,.304,4.8,5.8,.842,0.5,2.0,2.5,5.2,2.1,0.0,3.8,2.3
2020,94,Lamar Stevens,PENST,31,31.0,17.6,6.2,14.6,.423,0.8,3.1,.263,4.5,6.2,.719,1.3,5.7,6.9,2.2,1.1,1.2,2.5,2.6
2020,95,Michael Green,MVSU,28,30.3,17.6,6.8,17.1,.400,1.8,5.6,.314,2.3,2.9,.768,0.7,2.0,2.7,1.7,1.3,0.3,2.7,1.9
2020,96,Malachi Flynn,SDSU,32,33.5,17.6,5.8,13.0,.441,2.4,6.4,.373,3.8,4.4,.857,0.6,3.8,4.5,5.1,1.8,0.1,1.8,1.8
2020,97,Elijah Pemberton,HOF,34,36.3,17.6,6.0,13.4,.450,1.8,4.6,.380,3.8,4.4,.854,1.7,3.9,5.6,1.9,1.3,0.2,1.7,1.8
2020,98,"Paul Atkinson, Jr.",YALE,30,31.8,17.6,6.9,10.9,.630,0.1,0.4,.308,3.7,5.6,.671,2.3,5.1,7.3,1.5,1.2,0.8,1.9,1.9
2020,99,Keith Braxton,STFPA,32,36.1,17.6,6.1,13.2,.464,1.2,3.7,.316,4.2,5.0,.832,1.2,6.3,7.5,3.8,1.3,0.3,2.7,1.5
2020,100,Tommy Funk,USMA,30,37.1,17.5,6.4,14.3,.448,2.0,5.7,.345,2.8,4.1,.675,0.3,4.1,4.4,7.1,0.9,0.1,2.8,1.9
2021,1,Max Abmas,ORU,28,37.0,24.6,8.0,16.8,.478,3.6,8.3,.433,4.9,5.5,.890,0.4,2.8,3.2,3.9,1.5,0.2,2.3,2.2
2021,2,Luka Garza,IOWA,31,31.6,24.1,9.1,16.4,.553,1.4,3.2,.440,4.5,6.4,.709,3.0,5.7,8.7,1.7,0.7,1.6,1.5,2.3
2021,3,Antoine Davis,UDM,22,38.5,24.0,8.1,19.1,.424,3.8,10.1,.372,4.0,4.4,.917,0.2,2.7,2.9,4.8,1.5,0.0,3.3,1.6
2021,4,Cam Thomas,LSU,29,33.9,23.0,7.0,17.2,.406,2.3,7.2,.325,6.7,7.6,.882,0.6,2.8,3.4,1.4,0.9,0.2,1.7,1.4
2021,5,Loren Cristian Jackson,AKR,23,35.2,22.3,7.1,17.6,.405,2.5,7.6,.331,5.5,6.2,.881,0.7,2.4,3.1,6.1,1.0,0.0,3.0,1.8
2021,6,T.J. Starks,CSUN,20,33.6,21.7,7.8,17.2,.455,1.9,5.2,.369,4.2,5.4,.785,0.6,2.5,3.0,3.0,1.4,0.1,3.0,1.9
2021,7,Marcus Burk,IUPUI,18,34.1,21.7,7.7,15.9,.481,2.5,6.1,.409,3.8,4.8,.802,0.4,3.3,3.7,2.2,1.8,0.4,3.2,2.7
2021,8,Terry Taylor,APSU,27,37.0,21.6,8.4,16.2,.521,0.9,3.2,.279,3.9,4.9,.794,5.1,6.0,11.1,1.6,1.2,0.9,2.7,1.7
2021,9,Stanley Umude,SODAK,25,32.3,21.5,7.7,16.4,.469,1.6,4.4,.355,4.6,5.8,.799,0.5,6.5,7.0,3.0,0.4,0.4,2.5,2.1
2021,10,Justin Jaworski,LAFAY,15,36.1,21.5,7.0,15.1,.463,2.6,6.5,.398,4.9,5.3,.913,0.4,3.3,3.7,2.3,1.5,0.0,2.3,1.6
2021,11,Santi Aldama,L-MD,17,35.0,21.2,7.9,15.5,.513,1.9,5.1,.368,3.5,5.1,.686,1.8,8.3,10.1,2.3,1.0,1.7,3.2,1.9
2021,12,Davion Warren,HMPTN,25,35.0,21.2,7.5,16.4,.455,1.9,6.4,.302,4.3,5.7,.755,1.3,5.0,6.3,3.0,2.1,0.6,3.7,2.7
2021,13,Tristan Jarrett,JKSN,18,31.8,21.1,6.7,15.9,.420,2.4,6.7,.358,5.3,6.3,.842,1.2,4.2,5.3,1.4,1.4,0.4,3.0,2.3
2021,14,Michael Flowers,USA,28,37.2,21.0,6.7,15.3,.438,3.1,8.1,.388,4.5,5.5,.818,0.4,4.3,4.6,3.6,1.6,0.1,3.0,2.1
2021,15,"Scotty Pippen, Jr.",VANDY,22,31.8,20.8,6.2,14.5,.428,2.0,5.5,.358,6.5,7.6,.850,1.0,1.8,2.8,4.9,1.8,0.2,3.8,2.5
2021,16,John-Michael Wright,HP,22,33.5,20.7,6.9,16.4,.418,2.2,6.4,.343,4.8,6.2,.779,1.3,3.9,5.2,3.2,1.6,0.3,2.2,2.2
2021,17,Jamir Harris,AMERU,10,39.0,20.5,6.7,14.2,.472,3.9,8.9,.438,3.2,4.2,.762,0.5,2.3,2.8,3.5,1.0,0.0,3.3,2.1
2021,18,Darrion Trammell,SEA,23,35.7,20.5,6.4,15.6,.412,2.0,5.7,.348,5.6,6.5,.866,0.6,3.2,3.8,5.3,2.0,0.3,3.4,2.5
2021,19,Obadiah Noel,UML,19,32.5,20.3,6.3,13.0,.486,1.5,4.7,.326,6.1,8.1,.753,1.1,3.4,4.5,3.1,1.1,0.2,3.3,2.8
2021,20,Cade Cunningham,OKST,27,35.4,20.1,6.5,14.8,.438,2.3,5.7,.400,4.9,5.8,.846,0.7,5.5,6.2,3.5,1.6,0.8,4.0,2.5
2021,21,Ayo Dosunmu,ILL,28,35.2,20.1,7.5,15.4,.488,1.1,3.0,.386,4.0,5.1,.783,1.1,5.2,6.3,5.3,1.1,0.2,3.3,2.1
2021,22,"Phlandrous Fleming, Jr.",CHASO,18,34.2,20.1,6.6,16.6,.395,2.6,8.2,.320,4.4,5.4,.806,0.9,6.5,7.4,2.3,1.8,0.9,2.7,2.7
2021,23,Jhivvan Jackson,UTSA,25,33.1,19.9,7.3,15.6,.468,2.6,7.0,.369,2.8,3.5,.784,0.6,3.7,4.2,3.4,1.0,0.3,2.8,2.9
2021,24,Isiaih Mosley,MZZST,24,33.7,19.8,7.0,13.9,.505,1.4,3.7,.386,4.4,5.2,.847,0.6,5.7,6.3,3.1,1.0,0.1,3.4,2.3
2021,25,Julian Champagnie,STJ,25,32.8,19.8,6.6,15.3,.433,2.4,6.3,.380,4.1,4.6,.887,1.6,5.7,7.4,1.3,1.4,1.0,1.9,1.8
2021,26,Matt Lewis,JMU,18,32.8,19.7,6.1,12.9,.470,2.4,6.2,.384,5.2,6.9,.750,0.6,4.1,4.7,3.7,1.4,0.3,1.8,1.7
2021,27,Taevion Kinsey,MARSH,22,37.7,19.5,7.5,14.1,.532,0.9,2.1,.413,3.7,4.5,.818,2.0,4.1,6.2,3.0,0.8,0.3,1.9,1.1
